'1100110','110110','011','0111010','0111101','10000','10000','0011010','10000','0000001','110101','000','0110010','10000','10000','10000','10000','10000','011','0101011','10000','10011','10000','11001','1001000','011001','0100100','0010111','0001011','10000','10000','10000','10000','10000','10000','10000','1100101','1000110','10101','1001001','010001','10000','1100110','0111001','0011','0101','001100','101101','1011001','10000','0011111','0001100','10000','10000','10000','10000','111','10000','10000','0001000','0010101','1110101','001001','1011111','10000','11000','10000','1010101','001010','00','10000','0110110','0111001','011101','100011','1101011','10000','10000','10000','0101100','10000','10000','10000','100010','10000','10000','10000','000110','0100101','10000','10000','0','10000','10000','10000','1010101','10000','10000','0001000','10000'
'-------','------','-----','------','-------','-----','-----','-----','-----','-----','-----','-------','-----','------','-----','-----','-------','-----','-----','-------','------','-----','------','-----','-----','--','------','-----','-------','------','-------','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-------','------','-----','------','-----','-------','-----','-----','------','-----','------','-----','-----','------','-----','-----','-----','-------','-----','-------','------','-----','--','-----','-------','-----','----','-----','-----','-----','---','-------','----','-------','-----','-------','-----','-----','-----','-------','-----','-----','-----','-----','-----','-------','-----','-----','-----','-----','------','-----','-------','-----','-----','-----','-------','-----'
'10000','10000','10010','10000','1001101','10000','10000','0110010','011010','001100','10000','1010111','101101','10000','011100','10000','0011111','10000','10000','00110','10000','0100','10000','10000','10000','1010110','10000','10000','10001','011101','1101100','1010101','10000','10000','0100111','0111','1100110','10000','0110001','1010011','101000','10000','1011101','011','10000','10000','111100','10000','1000110','0101100','10000','10000','10000','0111110','111000','110110','10000','10000','10000','10000','0110100','10000','10000','0110001','0101111','10000','10000','11111','10000','10000','10000','10000','1101100','10000','011110','10000','10000','10000','10000','1001001','1111110','0110111','0110111','001010','1000111','1111010','10000','10000','10000','1111001','11','1001101','111110','001','010011','10000','00011','1100110','10000','0011110'
'-----','-----','-----','-----','-------','-----','-----','-------','------','------','-----','-------','------','-----','------','-----','-------','-----','-----','-----','-----','----','-----','-----','-----','-------','-----','-----','-----','------','-------','-------','-----','-----','-------','----','-------','-----','-------','-------','------','-----','-------','---','-----','-----','------','-----','-------','-------','-----','-----','-----','-------','------','------','-----','-----','-----','-----','-------','-----','-----','-------','-------','-----','-----','-----','-----','-----','-----','-----','-------','-----','------','-----','-----','-----','-----','-------','-------','-------','-------','------','-------','-------','-----','-----','-----','-------','--','-------','------','---','------','-----','-----','-------','-----','-------'
'1010111','1010110','111010','10000','10000','0001111','0100','10000','0101011','1111111','10000','110001','10000','10000','10000','10000','10000','1101011','10000','0011111','10000','10000','0000100','101100','10000','100101','10000','10000','10000','0101100','0001110','0001110','10000','10000','0111101','00001','10000','10000','1000100','0000100','10000','10000','10000','00100','001001','10000','1111010','110011','010110','111111','10000','1111111','10000','0001110','1001000','100','10000','0101111','10000','10000','10000','10000','0001101','1010100','0101','0010011','10000','10000','1011000','101101','10000','10000','10000','10000','1111000','10000','0011111','1100','10000','010011','10000','11010','10000','10110','00011','1101110','10000','1110111','10000','0110','1110111','1011001','10000','10000','10000','001000','0001001','10000','011010','10000'
'-------','-------','------','-----','-----','-------','----','-----','-------','-------','-----','------','-----','-----','-----','-----','-----','-------','-----','-------','-----','-----','-------','------','-----','------','-----','-----','-----','-------','-------','-------','-----','-----','-------','-----','-----','-----','-------','-------','-----','-----','-----','-----','------','-----','-------','------','------','------','-----','-------','-----','-------','-------','---','-----','-------','-----','-----','-----','-----','-------','-------','----','-------','-----','-----','-------','------','-----','-----','-----','-----','-------','-----','-------','----','-----','------','-----','-----','-----','-----','-----','-------','-----','-------','-----','----','-------','-------','-----','-----','-----','------','-------','-----','------','-----'
'10000','0001000','10000','1001000','10001','00000','1001001','10000','001111','10000','10000','011111','10000','10000','110011','10000','10111','11111','10000','001111','100101','10000','10000','0101','1011101','10000','0010010','0011110','1001','10000','10000','1110110','10000','100111','01011','1101110','10000','10000','001000','10000','0110101','0000101','10000','10000','1101','10000','0010101','10000','10000','10000','10000','0010111','10000','10000','0010101','0010111','10000','10000','0110110','1101011','0011','10000','10000','10000','10000','10000','10000','10000','10000','0','1101110','0101000','10000','0110','1100100','0110010','001001','10000','10000','1110010','0110101','10000','10000','001001','1001100','1010111','1110001','00101','10000','0100010','10101','10000','000001','110111','10000','10101','10000','10000','0101100','10000'
'-----','-------','-----','-------','-----','-----','-------','-----','------','-----','-----','------','-----','-----','------','-----','-----','-----','-----','------','------','-----','-----','----','-------','-----','-------','-------','----','-----','-----','-------','-----','------','-----','-------','-----','-----','------','-----','-------','-------','-----','-----','----','-----','-------','-----','-----','-----','-----','-------','-----','-----','-------','-------','-----','-----','-------','-------','----','-----','-----','-----','-----','-----','-----','-----','-----','-','-------','-------','-----','----','-------','-------','------','-----','-----','-------','-------','-----','-----','------','-------','-------','-------','-----','-----','-------','-----','-----','------','------','-----','-----','-----','-----','-------','-----'
'10000','10000','10000','10000','10000','10000','010010','001110','1010011','10000','10000','10000','10000','0101011','10000','0101000','10000','1001001','10000','0110001','11111','000011','10000','1001000','10000','10','0000','10000','11101','10000','001000','10000','0111101','10000','10000','0010011','100110','10000','10000','10000','10000','10000','010101','10000','10000','001111','010001','110100','10000','101000','111111','1100111','01001','1001000','10000','10000','0101010','10000','10000','10000','0011010','0111001','0110001','10000','0101110','10000','10000','10000','10000','10000','00100','10000','110010','10000','10000','10000','10000','110100','10100','10000','10000','1001110','1001101','0110','1111111','10000','1010111','100','10000','10000','0011001','10000','10000','10000','10000','10000','1101110','10000','10000','1110001'
'-----','-----','-----','-----','-----','-----','------','------','-------','-----','-----','-----','-----','-------','-----','-------','-----','-------','-----','-------','-----','------','-----','-------','-----','--','----','-----','-----','-----','------','-----','-------','-----','-----','-------','------','-----','-----','-----','-----','-----','------','-----','-----','------','------','------','-----','------','------','-------','-----','-------','-----','-----','-------','-----','-----','-----','-------','-------','-------','-----','-------','-----','-----','-----','-----','-----','-----','-----','------','-----','-----','-----','-----','------','-----','-----','-----','-------','-------','----','-------','-----','-------','---','-----','-----','-------','-----','-----','-----','-----','-----','-------','-----','-----','-------'
'010010','0101110','10000','10000','10000','0001001','100101','1111111','10000','10000','010','10000','10000','101111','10000','10000','10000','10000','00100','1110101','10000','1110','1101010','10000','10000','10000','0001010','0000110','10000','1','10000','10000','0111110','10000','10000','10000','10000','10000','1001100','010100','10000','10000','10000','100111','111001','10000','0011101','10000','10000','01110','10000','0000101','00010','10000','11001','101000','10000','1001000','01111','011001','1111101','10000','10000','011101','10000','100010','000011','1111111','10000','10000','10000','10000','11','0100','0001111','1011000','10000','10000','10000','0000000','10000','111101','011110','110100','10000','10000','10000','0001100','10000','1011111','10000','10000','0100110','110010','10100','10000','0111111','10000','1110101','10000'
'------','-------','-----','-----','-----','-------','------','-------','-----','-----','---','-----','-----','------','-----','-----','-----','-----','-----','-------','-----','----','-------','-----','-----','-----','-------','-------','-----','-','-----','-----','-------','-----','-----','-----','-----','-----','-------','------','-----','-----','-----','------','------','-----','-------','-----','-----','-----','-----','-------','-----','-----','-----','------','-----','-------','-----','------','-------','-----','-----','------','-----','------','------','-------','-----','-----','-----','-----','--','----','-------','-------','-----','-----','-----','-------','-----','------','------','------','-----','-----','-----','-------','-----','-------','-----','-----','-------','------','-----','-----','-------','-----','-------','-----'
'10000','0011011','00000','101101','1011110','101101','1000110','011101','10000','10000','10000','10000','1011100','10000','10000','1100111','10001','1110100','10000','110100','0001100','0110011','10000','111101','10000','10000','1101111','10000','10000','1010001','10000','10000','10000','10000','10000','0110011','111101','10001','10000','00000','000001','10000','10000','10000','10000','0111010','001111','00010','10000','10000','10000','0011110','0111000','000','10000','10101','0001100','001100','111000','0011111','10000','101101','111010','10000','10000','010101','10000','10000','1101010','0101011','10000','001010','10000','10000','10111','001100','10000','10000','0011111','000010','10000','010101','10000','10000','0000111','111100','10000','1111100','1111111','101110','010010','0111010','10000','10000','10000','10000','10000','1001101','0000111','0110'
'-----','-------','-----','------','-------','------','-------','------','-----','-----','-----','-----','-------','-----','-----','-------','-----','-------','-----','------','-------','-------','-----','------','-----','-----','-------','-----','-----','-------','-----','-----','-----','-----','-----','-------','------','-----','-----','-----','------','-----','-----','-----','-----','-------','------','-----','-----','-----','-----','-------','-------','---','-----','-----','-------','------','------','-------','-----','------','------','-----','-----','------','-----','-----','-------','-------','-----','------','-----','-----','-----','------','-----','-----','-------','------','-----','------','-----','-----','-------','------','-----','-------','-------','------','------','-------','-----','-----','-----','-----','-----','-------','-------','----'
'10000','10000','0001010','00000','00000','1100101','10000','10000','10000','011100','10000','011110','110001','10000','101','10000','10000','10000','10000','1111011','10000','0011111','10000','10000','0001110','1000101','0111','10000','110111','010010','10000','0001101','10000','10000','10000','000111','10000','10000','10101','10000','10000','10000','10000','10000','10000','10000','11110','10000','10000','10001','10000','0101100','101011','10000','10000','10000','10000','1010010','0100100','1101010','1101110','10000','1011001','0111101','10000','110001','10000','1000101','10010','10000','10000','1110011','100100','110010','1111001','1110001','10000','011101','0111110','0101111','10000','111100','1110','101111','000','01','10000','10000','0010','10000','100010','10000','10000','001001','00','1000100','0100011','1111111','110001','00010'
'-----','-----','-------','-----','-----','-------','-----','-----','-----','------','-----','------','------','-----','---','-----','-----','-----','-----','-------','-----','-------','-----','-----','-------','-------','----','-----','------','------','-----','-------','-----','-----','-----','------','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-------','------','-----','-----','-----','-----','-------','-------','-------','-------','-----','-------','-------','-----','------','-----','-------','-----','-----','-----','-------','------','------','-------','-------','-----','------','-------','-------','-----','------','----','------','---','--','-----','-----','----','-----','------','-----','-----','------','--','-------','-------','-------','------','-----'
'10000','10000','000000','10000','10000','10000','111000','10000','10000','10000','10000','111000','00001','11001','0000111','1110','10000','1101','10000','0001010','01000','10000','10000','1011','10000','10000','0010111','10000','0101101','10000','10000','10000','10000','00','10000','111011','10000','0000111','1010010','10000','000001','10000','10000','110011','10000','10000','10000','1011111','10000','10000','10000','10000','10000','10000','1110100','10000','10000','01011','10000','1001011','000100','111011','10000','1101011','10000','10000','10000','10000','100101','10000','10000','10000','10000','0111','110100','10000','10000','10000','00110','10000','000111','01111','10000','10000','10000','111','10000','10000','10000','101100','10000','10000','10000','10000','0011100','10000','0110001','110101','10000','10000'
'-----','-----','------','-----','-----','-----','------','-----','-----','-----','-----','------','-----','-----','-------','----','-----','----','-----','-------','-----','-----','-----','----','-----','-----','-------','-----','-------','-----','-----','-----','-----','--','-----','------','-----','-------','-------','-----','------','-----','-----','------','-----','-----','-----','-------','-----','-----','-----','-----','-----','-----','-------','-----','-----','-----','-----','-------','------','------','-----','-------','-----','-----','-----','-----','------','-----','-----','-----','-----','----','------','-----','-----','-----','-----','-----','------','-----','-----','-----','-----','---','-----','-----','-----','------','-----','-----','-----','-----','-------','-----','-------','------','-----','-----'
'0110001','10000','10101','1001010','0101010','10000','10000','010','10000','10000','10000','0001','10000','10000','10000','10000','10000','1101100','0101011','10000','101100','0101','10000','1001001','10000','10000','10000','10000','10000','1001','0110100','10000','10000','0000101','11001','10000','001110','10000','0001011','10000','1011100','10000','01110','10000','101100','10000','10000','1001101','0000011','10000','10000','10000','1011000','1001','10000','10000','0001010','000101','1111101','1011110','10000','1011100','0010101','111010','000010','10000','111101','10000','001','10000','100010','001110','1010111','10000','0111100','0000000','0010101','10000','10000','10000','0001101','0010011','000011','0101010','10000','1001101','1011000','000001','10000','10000','10000','10000','10000','000011','101001','10000','011011','1001001','10001','10000'
'-------','-----','-----','-------','-------','-----','-----','---','-----','-----','-----','----','-----','-----','-----','-----','-----','-------','-------','-----','------','----','-----','-------','-----','-----','-----','-----','-----','----','-------','-----','-----','-------','-----','-----','------','-----','-------','-----','-------','-----','-----','-----','------','-----','-----','-------','-------','-----','-----','-----','-------','----','-----','-----','-------','------','-------','-------','-----','-------','-------','------','------','-----','------','-----','---','-----','------','------','-------','-----','-------','-------','-------','-----','-----','-----','-------','-------','------','-------','-----','-------','-------','------','-----','-----','-----','-----','-----','------','------','-----','------','-------','-----','-----'
'110110','10000','10000','11000','10000','10000','10000','1101110','0010100','00','10000','1100111','10000','10000','1111001','0101101','001000','00001','1100010','10000','0111010','10000','01001','10000','10000','0000000','01110','0000010','1001001','10000','01','10000','10000','10000','01010','10000','1001010','0011000','10000','0011000','10000','1000101','0111100','10000','10000','011001','10000','101000','10000','0100010','0100111','1111110','0100011','1011010','10000','10000','101110','1000','10000','110001','111001','00100','1001101','10000','10000','10000','001001','0101','01110','10000','110','111100','1001001','10000','10000','010010','01110','10000','1000111','10000','10000','0100101','10000','0101','1','0101011','000100','100','1001100','1001000','0010101','0110010','10000','10000','10000','10000','10000','10000','10000','1101100'
'------','-----','-----','-----','-----','-----','-----','-------','-------','--','-----','-------','-----','-----','-------','-------','------','-----','-------','-----','-------','-----','-----','-----','-----','-------','-----','-------','-------','-----','--','-----','-----','-----','-----','-----','-------','-------','-----','-------','-----','-------','-------','-----','-----','------','-----','------','-----','-------','-------','-------','-------','-------','-----','-----','------','----','-----','------','------','-----','-------','-----','-----','-----','------','----','-----','-----','---','------','-------','-----','-----','------','-----','-----','-------','-----','-----','-------','-----','----','-','-------','------','---','-------','-------','-------','-------','-----','-----','-----','-----','-----','-----','-----','-------'
'10000','011001','0000000','010100','1110101','10000','10000','10000','10000','0011','0010100','1000','101010','10000','001111','001001','0100101','0010011','10000','10000','1','10000','1110','11101','10000','0111000','10000','0101011','111011','100','10000','0111110','1101000','000010','010100','10000','111000','10000','10000','10000','10000','10000','100110','10000','10000','000011','1111100','0011001','10000','1001001','10000','10000','111111','1000100','0001011','001000','011100','00111','10000','10000','011010','10000','10000','10000','10000','10000','010010','10000','10000','1100110','01111','110','0111','010111','0000101','0111111','0110101','0111110','10000','10000','10000','10000','0010110','10000','10000','1110111','1001011','101','1011100','000','1011011','0000101','1100','10000','10000','10000','0111011','011011','00110','10000'
'-----','------','-------','------','-------','-----','-----','-----','-----','----','-------','----','------','-----','------','------','-------','-------','-----','-----','-','-----','----','-----','-----','-------','-----','-------','------','---','-----','-------','-------','------','------','-----','------','-----','-----','-----','-----','-----','------','-----','-----','------','-------','-------','-----','-------','-----','-----','------','-------','-------','------','------','-----','-----','-----','------','-----','-----','-----','-----','-----','------','-----','-----','-------','-----','---','----','------','-------','-------','-------','-------','-----','-----','-----','-----','-------','-----','-----','-------','-------','---','-------','---','-------','-------','----','-----','-----','-----','-------','------','-----','-----'
'10000','0111001','10000','0000011','11100','10000','010110','10000','1100110','0001010','11','10000','0011100','1011000','10000','10000','1101111','1100110','10000','0010','10000','10000','10000','1110111','10000','10000','10000','10000','0110100','0010001','10000','10000','10000','0100010','00111','10000','10000','011101','0101111','1010110','0110100','1','00100','10000','10000','111101','1001101','10000','10000','000111','01111','10000','1100100','10000','0101101','10000','1001111','0111100','10010','1100111','1010001','10000','10000','10000','10000','10000','1110101','10000','1111110','0111101','10000','10000','0100011','1011101','10000','10000','10011','10000','10000','010110','10000','0010111','10000','00010','00101','10000','10000','0111010','1110','10000','10000','0100110','10000','0011001','11011','0011','0000101','101110','0101000','001101'
'-----','-------','-----','-------','-----','-----','------','-----','-------','-------','--','-----','-------','-------','-----','-----','-------','-------','-----','----','-----','-----','-----','-------','-----','-----','-----','-----','-------','-------','-----','-----','-----','-------','-----','-----','-----','------','-------','-------','-------','-','-----','-----','-----','------','-------','-----','-----','------','-----','-----','-------','-----','-------','-----','-------','-------','-----','-------','-------','-----','-----','-----','-----','-----','-------','-----','-------','-------','-----','-----','-------','-------','-----','-----','-----','-----','-----','------','-----','-------','-----','-----','-----','-----','-----','-------','----','-----','-----','-------','-----','-------','-----','----','-------','------','-------','------'
'0100100','10000','1101000','10000','10000','10000','0110110','1000100','00000','1010001','10000','10000','10000','10000','1011011','1011010','00001','10000','100111','10000','10000','1','10000','000010','10000','10000','10000','0110010','10000','10000','10000','10000','10000','001001','1011','10000','0110110','1100','001111','011010','10000','1110101','001100','1111001','1011111','1010101','11111','10000','00110','10000','11101','10000','10000','1000111','0101101','1100011','01110','001001','0001100','10000','10000','10000','101000','1110011','10000','001000','0000000','10000','0011011','001110','10000','0000011','0011101','10000','1100','10000','10000','10000','10000','10000','0001100','10000','10000','10000','111110','10000','10000','1111100','0001110','10000','00011','0011101','1110010','10000','10000','111111','10000','0101','10000','000101'
'-------','-----','-------','-----','-----','-----','-------','-------','-----','-------','-----','-----','-----','-----','-------','-------','-----','-----','------','-----','-----','-','-----','------','-----','-----','-----','-------','-----','-----','-----','-----','-----','------','----','-----','-------','----','------','------','-----','-------','------','-------','-------','-------','-----','-----','-----','-----','-----','-----','-----','-------','-------','-------','-----','------','-------','-----','-----','-----','------','-------','-----','------','-------','-----','-------','------','-----','-------','-------','-----','----','-----','-----','-----','-----','-----','-------','-----','-----','-----','------','-----','-----','-------','-------','-----','-----','-------','-------','-----','-----','------','-----','----','-----','------'
'1111010','10000','000111','10000','10000','00100','10000','10000','0010010','10000','0011000','10000','11001','101100','0011','011100','00110','1011011','10000','000101','10000','0001001','10000','10000','10000','0110111','10000','10000','10000','10000','10000','0110101','0011101','10000','10000','00111','1011000','0111110','0001011','10000','10000','10001','1111110','10000','0010100','010001','10000','10000','10000','0101001','0001111','0100100','10000','10000','111010','10000','10000','1110','0001100','10000','10100','00100','0100111','1101100','10000','1101101','11010','10000','1000110','0110','10000','10000','1011110','10000','10000','0111111','000011','0100101','10000','10000','0011000','0000101','1011','101001','01111','0110011','000','10000','10000','10000','10000','10000','10000','1100100','10000','1011010','0010001','10000','0101111','10000'
'-------','-----','------','-----','-----','-----','-----','-----','-------','-----','-------','-----','-----','------','----','------','-----','-------','-----','------','-----','-------','-----','-----','-----','-------','-----','-----','-----','-----','-----','-------','-------','-----','-----','-----','-------','-------','-------','-----','-----','-----','-------','-----','-------','------','-----','-----','-----','-------','-------','-------','-----','-----','------','-----','-----','----','-------','-----','-----','-----','-------','-------','-----','-------','-----','-----','-------','----','-----','-----','-------','-----','-----','-------','------','-------','-----','-----','-------','-------','----','------','-----','-------','---','-----','-----','-----','-----','-----','-----','-------','-----','-------','-------','-----','-------','-----'
'011010','0101001','10000','10000','1001010','10000','10000','10000','10000','1110011','1100010','10000','010010','0','10000','1101111','10000','000000','1010','1111111','10000','10000','111100','011101','10000','110010','10000','1101110','10000','10000','10000','0000110','11101','0110101','10000','10000','1111011','0101111','10000','10000','001000','10000','0000101','0000000','1111110','10000','10000','10000','10000','1001001','10000','1100101','1011101','10000','1101110','10000','10000','1001000','10000','0000110','10000','10000','1110110','111100','0101100','1001101','10000','10000','111111','1111100','10000','10000','10000','10000','10000','0111101','10000','10000','101011','10000','1001','10000','0111010','0101100','10101','1101111','100111','11','0001001','10000','10000','0101111','10000','10000','01101','010','1101010','10000','10000','10000'
'------','-------','-----','-----','-------','-----','-----','-----','-----','-------','-------','-----','------','-','-----','-------','-----','------','----','-------','-----','-----','------','------','-----','------','-----','-------','-----','-----','-----','-------','-----','-------','-----','-----','-------','-------','-----','-----','------','-----','-------','-------','-------','-----','-----','-----','-----','-------','-----','-------','-------','-----','-------','-----','-----','-------','-----','-------','-----','-----','-------','------','-------','-------','-----','-----','------','-------','-----','-----','-----','-----','-----','-------','-----','-----','------','-----','----','-----','-------','-------','-----','-------','------','--','-------','-----','-----','-------','-----','-----','-----','---','-------','-----','-----','-----'
'111111','10000','010101','10000','10000','1101111','10000','000111','10000','000','1001101','10000','10000','101111','10000','0001001','10000','10','10000','1111110','1110110','10000','10000','10000','10000','0101011','1110001','1111110','10000','10000','0011110','10000','000101','10000','1001001','10000','1111001','11111','10000','10000','000111','1011010','10000','10000','10000','10000','10000','10110','0101','0001000','111110','10000','10000','011010','10000','1010110','100110','1110110','10000','0010001','10000','10000','0111111','10000','10000','10000','010001','10000','10000','10000','10000','10000','010100','10000','10000','10000','10000','10000','111000','000101','10000','10111','10000','10111','10000','10000','10000','10000','0011001','10000','1000101','011001','10000','10000','0011010','001011','10000','1100010','10000','101000'
'------','-----','------','-----','-----','-------','-----','------','-----','---','-------','-----','-----','------','-----','-------','-----','--','-----','-------','-------','-----','-----','-----','-----','-------','-------','-------','-----','-----','-------','-----','------','-----','-------','-----','-------','-----','-----','-----','------','-------','-----','-----','-----','-----','-----','-----','----','-------','------','-----','-----','------','-----','-------','------','-------','-----','-------','-----','-----','-------','-----','-----','-----','------','-----','-----','-----','-----','-----','------','-----','-----','-----','-----','-----','------','------','-----','-----','-----','-----','-----','-----','-----','-----','-------','-----','-------','------','-----','-----','-------','------','-----','-------','-----','------'
