'0011110','10000','0010110','001110','0101111','10000','1011000','10000','10000','10000','0100001','10000','000','10000','10000','00111','0','1110','10000','1111000','10000','10000','10000','011000','01001','10000','001100','01000','0100000','00111','10000','10000','10000','111111','10000','0001010','10000','1100111','10000','10000','1110111','10000','1010110','1001000','0011','10000','10000','10000','10000','10000','0011000','1001110','10000','10000','1011110','10000','001000','0','110010','10000','1000001','110001','011010','10000','10000','001101','10000','0001111','1010110','1100001','1111000','10000','110110','10000','10000','10000','10000','10000','10101','0000010','110101','10000','01000','0001011','10000','1001010','0100101','0101','10000','10000','010011','1110000','10111','010010','10000','10000','10000','0111011','10000','10000'
'10000','10000','1101010','0110111','1011100','10000','10000','10000','10000','10000','10000','0110100','10000','10000','10000','0111010','001101','10000','0001','10000','0010010','10000','10000','0111110','1111','10000','0001110','101101','10000','10000','0000001','1111100','10000','10000','10000','10000','10000','10000','10000','110111','10000','11110','10000','000111','10000','10000','10000','10000','1010','1110001','10000','10000','10000','0001','10000','10000','10000','10000','10000','1000101','10000','0001111','10000','10000','10000','10000','10000','10000','10000','01101','1110100','110100','10000','00101','10000','0100111','1000100','10000','0111010','10000','10000','000101','10000','10000','10000','10000','1110110','1010111','0000000','0001001','10000','10000','10000','10000','10000','0110000','10000','10000','10000','10000'
'-----','-----','-------','-------','-------','-----','-----','-----','-----','-----','-----','-------','-----','-----','-----','-------','------','-----','----','-----','-------','-----','-----','-------','----','-----','-------','------','-----','-----','-------','-------','-----','-----','-----','-----','-----','-----','-----','------','-----','-----','-----','------','-----','-----','-----','-----','----','-------','-----','-----','-----','----','-----','-----','-----','-----','-----','-------','-----','-------','-----','-----','-----','-----','-----','-----','-----','-----','-------','------','-----','-----','-----','-------','-------','-----','-------','-----','-----','------','-----','-----','-----','-----','-------','-------','-------','-------','-----','-----','-----','-----','-----','-------','-----','-----','-----','-----'
'10000','1001101','11110','0111001','10000','10000','0011111','10000','10000','10000','10000','110011','011100','0001101','1010001','1000101','10000','00111','10000','0110111','10000','10000','0100111','10000','10000','10000','10000','1000110','10000','10000','10000','111111','10000','00100','10000','0000','11000','10000','1000100','0011001','000001','0111110','0001011','10101','01','0000111','110010','10000','00011','10000','0110010','0111011','0111010','10000','001','10000','10000','0000100','101110','1001000','10000','10000','10000','0111','1101001','1010','10000','10000','10000','10001','10000','10000','10000','11001','10000','10000','0111011','01001','1011001','10000','010','1010110','1010111','10000','10000','10000','0100100','1101001','000111','00100','1000001','1001','111000','0110000','0101','10000','10000','111101','10000','101100'
'-----','-------','-----','-------','-----','-----','-------','-----','-----','-----','-----','------','------','-------','-------','-------','-----','-----','-----','-------','-----','-----','-------','-----','-----','-----','-----','-------','-----','-----','-----','------','-----','-----','-----','----','-----','-----','-------','-------','------','-------','-------','-----','--','-------','------','-----','-----','-----','-------','-------','-------','-----','---','-----','-----','-------','------','-------','-----','-----','-----','----','-------','----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-----','-------','-----','-------','-----','---','-------','-------','-----','-----','-----','-------','-------','------','-----','-------','----','------','-------','----','-----','-----','------','-----','------'
'10000','10000','10000','0000001','011','10000','0101000','1001','10000','110001','0011110','11110','10000','10000','1100110','10000','011000','10000','10000','10000','10000','10000','000011','0010111','10000','0010','10000','0000111','10000','0100110','10000','10000','1011110','1001000','1100110','10000','10000','10000','101','1011111','0101011','10000','10000','1011001','0011001','10000','10000','10000','10000','10000','010010','10000','10000','01111','1101011','10000','0100100','10000','10000','10000','10000','0000101','0110111','10000','10000','10000','10000','10000','10000','10000','000101','000010','110011','0001001','0011011','10000','10000','1110100','0101100','10000','10000','011111','1011111','10000','10000','10000','1000110','10001','00110','10000','1100111','1100000','1011110','10000','010111','0111111','111100','10000','0011101','10000'
'-----','-----','-----','-------','---','-----','-------','----','-----','------','-------','-----','-----','-----','-------','-----','------','-----','-----','-----','-----','-----','------','-------','-----','----','-----','-------','-----','-------','-----','-----','-------','-------','-------','-----','-----','-----','---','-------','-------','-----','-----','-------','-------','-----','-----','-----','-----','-----','------','-----','-----','-----','-------','-----','-------','-----','-----','-----','-----','-------','-------','-----','-----','-----','-----','-----','-----','-----','------','------','------','-------','-------','-----','-----','-------','-------','-----','-----','------','-------','-----','-----','-----','-------','-----','-----','-----','-------','-------','-------','-----','------','-------','------','-----','-------','-----'
'00000','0110110','00000','111100','10000','10000','10000','1001011','100110','0110101','000001','11100','0101011','10000','100101','000001','10000','10000','000101','10000','1101110','10000','0100101','10000','011000','001011','1101001','0001111','101010','10000','10000','10000','01010','10000','0111001','111100','10000','10110','10000','10000','10000','10000','1011','10000','0001110','1110001','1010100','000000','10000','1111001','0011010','10000','10000','0101','0100000','10000','10000','10000','10000','1101000','0110011','10000','0110010','0110001','1101110','10000','0010','10000','1','10000','10000','10000','10000','1011000','10000','10000','10000','10000','10000','10000','000111','111101','10000','1001110','10000','10000','010110','101111','10000','10000','00111','0100101','0110001','1101000','10000','1101111','0010001','0101101','10000','10000'
'-----','-------','-----','------','-----','-----','-----','-------','------','-------','------','-----','-------','-----','------','------','-----','-----','------','-----','-------','-----','-------','-----','------','------','-------','-------','------','-----','-----','-----','-----','-----','-------','------','-----','-----','-----','-----','-----','-----','----','-----','-------','-------','-------','------','-----','-------','-------','-----','-----','----','-------','-----','-----','-----','-----','-------','-------','-----','-------','-------','-------','-----','----','-----','-','-----','-----','-----','-----','-------','-----','-----','-----','-----','-----','-----','------','------','-----','-------','-----','-----','------','------','-----','-----','-----','-------','-------','-------','-----','-------','-------','-------','-----','-----'
'1100001','10000','0111','1000100','10000','10000','0111000','10000','10000','110101','010001','10000','0001010','1100','10000','10000','0110011','11011','011000','10000','1011111','10000','10000','10000','10000','10000','0000001','10000','10000','10000','10000','10000','1100110','11010','10000','10000','10000','10000','011001','111111','0110110','0101001','10000','111000','1110','10000','10000','1001001','10000','10000','1001110','0000010','10000','1110001','10000','10000','10000','11010','10000','10000','0110110','10000','10000','011101','000010','10000','011101','1100011','010111','0001011','10000','10000','10000','10000','0000100','10000','10000','001010','0000011','10000','10000','1110001','10000','1001110','01011','10000','101100','110101','10000','001101','0101101','10000','000000','10000','0100111','1110011','10000','0010000','011111','1110101'
'-------','-----','----','-------','-----','-----','-------','-----','-----','------','------','-----','-------','----','-----','-----','-------','-----','------','-----','-------','-----','-----','-----','-----','-----','-------','-----','-----','-----','-----','-----','-------','-----','-----','-----','-----','-----','------','------','-------','-------','-----','------','----','-----','-----','-------','-----','-----','-------','-------','-----','-------','-----','-----','-----','-----','-----','-----','-------','-----','-----','------','------','-----','------','-------','------','-------','-----','-----','-----','-----','-------','-----','-----','------','-------','-----','-----','-------','-----','-------','-----','-----','------','------','-----','------','-------','-----','------','-----','-------','-------','-----','-------','------','-------'
'1100000','110110','0100101','1101000','10000','1111010','0111001','101111','10000','10000','1000101','10000','10000','10000','11101','1001110','10000','10000','10000','10000','1011100','10000','1001100','0111001','10000','10000','10000','10000','11','0000','10000','10000','110101','10000','10000','1011101','10000','10000','10000','0000','10000','10000','10000','0110001','1','011101','10000','10000','10000','10000','10000','10000','10000','0010000','1001001','10001','1100110','10000','10000','10000','10000','10000','1101100','1111111','011000','10000','10000','0001001','1010111','10000','1010010','1010110','10000','10000','10000','0000011','10000','11100','10000','10000','0101100','10000','10000','0010000','10000','10000','110','111000','1101100','1000','10000','01101','1101110','010101','010101','1100010','1111010','1011011','10000','11101'
'-------','------','-------','-------','-----','-------','-------','------','-----','-----','-------','-----','-----','-----','-----','-------','-----','-----','-----','-----','-------','-----','-------','-------','-----','-----','-----','-----','--','----','-----','-----','------','-----','-----','-------','-----','-----','-----','----','-----','-----','-----','-------','-','------','-----','-----','-----','-----','-----','-----','-----','-------','-------','-----','-------','-----','-----','-----','-----','-----','-------','-------','------','-----','-----','-------','-------','-----','-------','-------','-----','-----','-----','-------','-----','-----','-----','-----','-------','-----','-----','-------','-----','-----','---','------','-------','----','-----','-----','-------','------','------','-------','-------','-------','-----','-----'
'10000','10000','10000','0101011','10000','1010','1001101','00101','10000','10000','1011000','10000','0','10000','00011','10000','0111110','10000','111011','1010000','011100','10000','10000','10000','1110010','10000','011000','10000','10000','10000','10000','010000','10000','1100001','10000','10000','1000100','10000','11100','10000','10000','011110','111110','10000','0101111','001110','10000','10000','1011011','1111100','10000','0101111','10000','0101100','10000','10000','10000','11111','001001','10000','111101','001101','1000111','1000000','10000','001010','0111101','10000','10000','01101','10000','10000','11101','10000','10111','10000','1110001','0101101','100100','10000','0100','0111001','1110110','1111001','0010101','0101000','10000','1001','10000','10000','1000100','10000','10000','10000','011001','0001100','10000','00111','10000','10000'
'-----','-----','-----','-------','-----','----','-------','-----','-----','-----','-------','-----','-','-----','-----','-----','-------','-----','------','-------','------','-----','-----','-----','-------','-----','------','-----','-----','-----','-----','------','-----','-------','-----','-----','-------','-----','-----','-----','-----','------','------','-----','-------','------','-----','-----','-------','-------','-----','-------','-----','-------','-----','-----','-----','-----','------','-----','------','------','-------','-------','-----','------','-------','-----','-----','-----','-----','-----','-----','-----','-----','-----','-------','-------','------','-----','----','-------','-------','-------','-------','-------','-----','----','-----','-----','-------','-----','-----','-----','------','-------','-----','-----','-----','-----'
'0011101','10000','10000','10000','01','10000','10000','10000','10000','10000','110000','10000','000111','10000','10000','10000','10000','10000','00101','10000','1000100','1011000','10000','10000','1110011','10000','00000','10000','10000','10000','1100001','101000','0001010','101001','0101','10000','000011','10000','0010000','0001011','10000','0010','0001','1111110','10000','0101','0000101','1001111','10000','10000','1001101','1010001','10000','100011','10000','1111110','10000','1110011','10000','0000110','0100000','10000','10000','10000','10000','1011100','10000','10000','1110','1110011','10000','10000','0011000','111001','0110010','10000','1101101','0100100','100100','00','0010100','0001','10000','10000','10000','1101','1101101','10000','1100100','10000','1010111','10000','10000','10000','1100010','10000','10000','10000','10000','10000'
'-------','-----','-----','-----','--','-----','-----','-----','-----','-----','------','-----','------','-----','-----','-----','-----','-----','-----','-----','-------','-------','-----','-----','-------','-----','-----','-----','-----','-----','-------','------','-------','------','----','-----','------','-----','-------','-------','-----','----','----','-------','-----','----','-------','-------','-----','-----','-------','-------','-----','------','-----','-------','-----','-------','-----','-------','-------','-----','-----','-----','-----','-------','-----','-----','----','-------','-----','-----','-------','------','-------','-----','-------','-------','------','--','-------','----','-----','-----','-----','----','-------','-----','-------','-----','-------','-----','-----','-----','-------','-----','-----','-----','-----','-----'
'1110011','10000','10000','100100','10000','10000','10000','1010100','10000','10000','10000','10000','0011001','10000','000010','10000','10000','100000','10000','10000','10000','10000','10000','10000','10000','10000','111111','0100000','1110000','10000','00111','10000','10000','10000','10000','10000','10000','1101001','10000','100','000110','10000','1000100','10000','000100','1000110','01111','10000','10000','10000','10000','0011101','1101000','1110110','10000','01101','111','10000','10000','1110','10000','10000','10000','1001010','00111','1111010','1001100','10000','011111','10000','0110001','0101011','10000','01000','0000110','0100','0011000','10000','10000','10000','10000','10000','0111','10000','01','10000','10000','0010001','10000','10000','1110011','10000','1101011','010000','0101010','0010100','1010100','1100100','10000','10000'
'-------','-----','-----','------','-----','-----','-----','-------','-----','-----','-----','-----','-------','-----','------','-----','-----','------','-----','-----','-----','-----','-----','-----','-----','-----','------','-------','-------','-----','-----','-----','-----','-----','-----','-----','-----','-------','-----','---','------','-----','-------','-----','------','-------','-----','-----','-----','-----','-----','-------','-------','-------','-----','-----','---','-----','-----','----','-----','-----','-----','-------','-----','-------','-------','-----','------','-----','-------','-------','-----','-----','-------','----','-------','-----','-----','-----','-----','-----','----','-----','--','-----','-----','-------','-----','-----','-------','-----','-------','------','-------','-------','-------','-------','-----','-----'
'100010','10000','1101010','01111','10000','10000','10000','10000','10000','10000','010011','110100','0010001','10000','10000','0101100','0011001','00100','10000','00010','10000','10000','10000','0001001','011','10000','1011111','111100','10000','10000','100100','100110','1111011','0011101','10000','101101','1001010','001000','01001','10000','10000','01111','10000','11001','1000010','10000','10000','10000','1101101','0110110','10000','10000','10000','111010','10000','10000','10000','1011','10000','10000','1001','0001','10000','10000','1011','000111','10000','10000','1100','000','111110','1001001','10000','10000','1111001','10000','10000','001110','111010','0100000','10000','10000','10000','0101100','10001','10000','1101001','010011','001101','0110000','10000','10000','10000','0010000','10000','1001010','10000','1011011','10000','10000'
'------','-----','-------','-----','-----','-----','-----','-----','-----','-----','------','------','-------','-----','-----','-------','-------','-----','-----','-----','-----','-----','-----','-------','---','-----','-------','------','-----','-----','------','------','-------','-------','-----','------','-------','------','-----','-----','-----','-----','-----','-----','-------','-----','-----','-----','-------','-------','-----','-----','-----','------','-----','-----','-----','----','-----','-----','----','----','-----','-----','----','------','-----','-----','----','---','------','-------','-----','-----','-------','-----','-----','------','------','-------','-----','-----','-----','-------','-----','-----','-------','------','------','-------','-----','-----','-----','-------','-----','-------','-----','-------','-----','-----'
'10000','10000','10000','10000','1001101','10000','10000','01001','10000','10000','10000','10000','100011','10000','01101','000111','0110100','001001','10000','10000','10000','010000','0110101','101000','101011','10000','01000','010100','10000','000110','11000','10000','10000','10000','10000','10000','1001110','1110001','10000','10000','10000','10000','11101','10000','10000','10000','10000','0001001','10000','0011111','10000','10000','10000','10000','10000','110111','10000','10000','10000','10000','0001011','10000','110111','000','0100011','10000','10000','10000','0111100','10000','10000','11100','1010','011111','1110100','0111001','10000','10000','10000','10000','110010','1011010','10000','10000','101100','0011010','10000','10000','10000','0001001','10000','1111101','0010010','0000111','10000','10000','1100011','010100','1000110','10000'
'-----','-----','-----','-----','-------','-----','-----','-----','-----','-----','-----','-----','------','-----','-----','------','-------','------','-----','-----','-----','------','-------','------','------','-----','-----','------','-----','------','-----','-----','-----','-----','-----','-----','-------','-------','-----','-----','-----','-----','-----','-----','-----','-----','-----','-------','-----','-------','-----','-----','-----','-----','-----','------','-----','-----','-----','-----','-------','-----','------','---','-------','-----','-----','-----','-------','-----','-----','-----','----','------','-------','-------','-----','-----','-----','-----','------','-------','-----','-----','------','-------','-----','-----','-----','-------','-----','-------','-------','-------','-----','-----','-------','------','-------','-----'
'10000','10000','10000','1011111','000110','10000','10000','1010011','10000','10000','10000','001011','100010','10000','1101101','10000','10000','10000','10000','10000','1101101','10000','101110','0000','10000','1111','10000','110011','10000','10000','100100','10000','1001','10000','010001','1110010','1001011','10000','0111100','11110','10000','1111101','0111011','10000','101010','10000','010010','1101101','0110110','1011010','10000','1100101','1100110','001001','10000','10000','0001111','10000','001','1000110','10000','011100','010110','10000','10000','10000','1000111','111111','10000','11010','10000','00100','1010000','10000','001001','10000','0001111','0111000','0101','10000','101000','001000','000101','10001','0101110','10000','010011','10000','100011','10000','0110100','10000','10000','10000','10000','10000','11111','10000','10000','0100010'
'-----','-----','-----','-------','------','-----','-----','-------','-----','-----','-----','------','------','-----','-------','-----','-----','-----','-----','-----','-------','-----','------','----','-----','----','-----','------','-----','-----','------','-----','----','-----','------','-------','-------','-----','-------','-----','-----','-------','-------','-----','------','-----','------','-------','-------','-------','-----','-------','-------','------','-----','-----','-------','-----','---','-------','-----','------','------','-----','-----','-----','-------','------','-----','-----','-----','-----','-------','-----','------','-----','-------','-------','----','-----','------','------','------','-----','-------','-----','------','-----','------','-----','-------','-----','-----','-----','-----','-----','-----','-----','-----','-------'
